make_model,hp_kw,km,age,gearing_type,gears,price
Audi A3,85.0,24529.0,1.0,Automatic,7.0,21900
Audi A3,85.0,24585.0,1.0,Automatic,7.0,21900
Audi A3,85.0,4800.0,1.0,Automatic,7.0,21900
Audi A3,85.0,18100.0,1.0,Automatic,7.0,21900
Audi A3,110.0,5000.0,2.0,Automatic,7.0,21900
Audi A3,85.0,32483.0,1.0,Automatic,7.0,21900
Audi A3,85.0,17000.0,1.0,Automatic,7.0,21900
Audi A3,85.0,39000.0,2.0,Automatic,6.0,21900
Audi A3,85.0,1.0,0.0,Automatic,6.0,21900
Audi A3,85.0,17985.0,1.0,Automatic,7.0,21900
Audi A3,85.0,12103.0,1.0,Automatic,7.0,21900
Audi A3,85.0,19000.0,1.0,Automatic,7.0,21900
Audi A3,110.0,1.0,0.0,Automatic,7.0,22290
Audi A3,85.0,16145.0,1.0,Automatic,7.0,22290
Audi A3,85.0,16145.0,1.0,Automatic,7.0,22290
Audi A3,81.0,90480.0,2.0,Automatic,6.0,22280
Audi A3,85.0,45846.0,1.0,Automatic,7.0,22250
Audi A3,85.0,24000.0,2.0,Automatic,6.0,22222
Audi A3,85.0,16530.0,1.0,Automatic,7.0,22200
Audi A3,85.0,21000.0,1.0,Automatic,7.0,22200
Audi A3,81.0,23994.0,2.0,Automatic,7.0,22150
Audi A3,85.0,24145.0,1.0,Automatic,7.0,22150
Audi A3,81.0,26978.0,2.0,Automatic,7.0,22000
Audi A3,85.0,39000.0,2.0,Automatic,7.0,22000
Audi A3,85.0,21930.0,1.0,Automatic,7.0,22000
Audi A3,85.0,21930.0,1.0,Automatic,7.0,22000
Audi A3,81.0,56000.0,2.0,Automatic,7.0,22000
Audi A3,135.0,9000.0,1.0,Automatic,7.0,22000
Audi A3,87.0,78379.0,2.0,Automatic,6.0,21990
Audi A3,85.0,22750.0,2.0,Automatic,7.0,21980
Audi A3,85.0,16614.0,1.0,Automatic,7.0,21890
Audi A3,85.0,15768.0,1.0,Automatic,6.0,21980
Audi A3,85.0,23568.0,1.0,Automatic,7.0,21950
Audi A3,85.0,10900.0,1.0,Automatic,6.0,21950
Audi A3,110.0,52000.0,2.0,Automatic,7.0,21950
Audi A3,110.0,35175.0,2.0,Automatic,7.0,21950
Audi A3,85.0,19852.0,2.0,Automatic,7.0,21950
Audi A3,85.0,16591.0,1.0,Automatic,7.0,21950
Audi A3,110.0,9802.0,1.0,Automatic,7.0,21950
Audi A3,85.0,35970.0,1.0,Automatic,7.0,21900
Audi A3,85.0,13600.0,1.0,Automatic,7.0,21900
Audi A3,85.0,70000.0,2.0,Automatic,7.0,21900
Audi A3,81.0,55100.0,2.0,Automatic,7.0,21900
Audi A3,85.0,21111.0,1.0,Automatic,7.0,21900
Audi A3,85.0,29925.0,2.0,Automatic,7.0,21900
Audi A3,85.0,19503.0,1.0,Automatic,7.0,21900
Audi A3,85.0,13535.0,1.0,Automatic,7.0,21999
Audi A3,85.0,21000.0,2.0,Automatic,7.0,21999
Audi A3,85.0,29000.0,1.0,Automatic,7.0,22000
Audi A3,110.0,32500.0,1.0,Automatic,7.0,21999
Audi A3,85.0,17769.0,1.0,Automatic,7.0,21999
Audi A3,85.0,28838.0,1.0,Automatic,7.0,21999
Audi A3,85.0,17831.0,1.0,Automatic,7.0,21999
Audi A3,110.0,16000.0,2.0,Automatic,6.0,21999
Audi A3,87.0,43036.0,2.0,Automatic,6.0,21996
Audi A3,85.0,11257.0,1.0,Automatic,7.0,21999
Audi A3,85.0,100.0,0.0,Automatic,6.0,21990
Audi A3,85.0,11257.0,1.0,Automatic,7.0,21999
Audi A3,85.0,7100.0,2.0,Automatic,6.0,21990
Audi A3,85.0,9622.0,2.0,Automatic,6.0,21990
Audi A3,137.0,36306.0,2.0,Automatic,6.0,21990
Audi A3,85.0,32800.0,1.0,Automatic,7.0,21990
Audi A3,85.0,32000.0,2.0,Automatic,7.0,21990
Audi A3,85.0,26500.0,1.0,Automatic,7.0,21990
Audi A3,85.0,28822.5,1.0,Automatic,7.0,21990
Audi A3,110.0,26382.0,2.0,Automatic,6.0,21990
Audi A3,85.0,27000.0,2.0,Automatic,7.0,21900
Audi A3,81.0,79401.0,2.0,Automatic,7.0,21900
Audi A3,81.0,27500.0,2.0,Automatic,7.0,21900
Audi A3,85.0,18950.0,2.0,Automatic,7.0,21900
Audi A3,81.0,39200.0,2.0,Automatic,7.0,21900
Audi A3,85.0,1.0,0.0,Automatic,7.0,21900
Audi A3,85.0,18190.0,1.0,Automatic,7.0,21900
Audi A3,85.0,24845.0,1.0,Automatic,7.0,21900
Audi A3,85.0,19904.0,1.0,Automatic,7.0,21900
Audi A3,85.0,21114.0,1.0,Automatic,7.0,21900
Audi A3,85.0,28595.0,1.0,Automatic,7.0,21900
Audi A3,85.0,15000.0,1.0,Automatic,7.0,21900
Audi A3,85.0,22500.0,2.0,Automatic,6.0,21900
Audi A3,85.0,26151.0,1.0,Automatic,7.0,21900
Audi A3,85.0,24709.0,2.0,Automatic,7.0,21900
Audi A3,81.0,33750.0,2.0,Automatic,7.0,21900
Audi A3,85.0,32483.0,1.0,Automatic,7.0,21900
Audi A3,110.0,26382.0,2.0,Automatic,6.0,21990
Audi A3,85.0,31032.0,1.0,Automatic,7.0,21900
Audi A3,85.0,20964.0,1.0,Automatic,7.0,21900
Audi A3,85.0,48320.0,1.0,Automatic,7.0,21500
Audi A3,85.0,26140.0,1.0,Automatic,7.0,21500
Audi A3,85.0,24215.0,1.0,Automatic,7.0,21500
Audi A3,85.0,36063.0,2.0,Automatic,7.0,21500
Audi A3,81.0,19909.0,2.0,Automatic,7.0,21500
Audi A3,81.0,21517.0,2.0,Automatic,7.0,21500
Audi A3,81.0,37136.0,2.0,Automatic,7.0,21500
Audi A3,85.0,17200.0,1.0,Automatic,7.0,21500
Audi A3,85.0,19980.0,1.0,Automatic,7.0,21499
Audi A3,85.0,28724.0,2.0,Automatic,6.0,21499
Audi A3,81.0,14400.0,2.0,Automatic,7.0,21499
Audi A3,85.0,14438.0,1.0,Automatic,7.0,21499
Audi A3,110.0,58900.0,1.0,Automatic,7.0,21490
Audi A3,85.0,39000.0,2.0,Automatic,7.0,21490
Audi A3,85.0,1.0,0.0,Automatic,7.0,21490
Audi A3,85.0,58400.0,1.0,Automatic,7.0,21490
Audi A3,85.0,23204.0,1.0,Automatic,7.0,21490
Audi A3,85.0,20810.0,1.0,Automatic,7.0,21490
Audi A3,85.0,21455.0,1.0,Automatic,7.0,21490
Audi A3,110.0,30497.0,1.0,Automatic,7.0,21890
Audi A3,110.0,39600.0,2.0,Automatic,6.0,21890
Audi A3,85.0,29360.0,2.0,Automatic,7.0,21888
Audi A3,110.0,12250.0,2.0,Automatic,7.0,21880
Audi A3,81.0,29000.0,2.0,Automatic,7.0,21800
Audi A3,85.0,4500.0,2.0,Automatic,6.0,21850
Audi A3,85.0,19271.0,1.0,Automatic,7.0,21850
Audi A3,85.0,16405.0,2.0,Automatic,7.0,21880
Audi A3,110.0,40500.0,2.0,Automatic,7.0,21800
Audi A3,110.0,39246.0,2.0,Automatic,7.0,21790
Audi A3,85.0,25.0,0.0,Automatic,6.0,21780
Audi A3,85.0,20455.0,2.0,Automatic,6.0,21790
Audi A3,110.0,36184.0,2.0,Automatic,7.0,21790
Audi A3,85.0,17300.0,1.0,Automatic,6.0,21750
Audi A3,110.0,39246.0,2.0,Automatic,7.0,21790
Audi A3,110.0,36184.0,2.0,Automatic,7.0,21790
Audi A3,85.0,16171.0,1.0,Automatic,7.0,21700
Audi A3,81.0,56000.0,2.0,Automatic,7.0,21690
Audi A3,81.0,11679.0,1.0,Automatic,7.0,21550
Audi A3,85.0,16630.0,1.0,Automatic,7.0,21550
Audi A3,85.0,24000.0,1.0,Automatic,7.0,21500
Audi A3,85.0,28114.0,1.0,Automatic,7.0,21500
Audi A3,85.0,28916.0,1.0,Automatic,7.0,21500
Audi A3,85.0,28201.0,1.0,Automatic,7.0,21500
Audi A3,85.0,28150.0,1.0,Automatic,7.0,21500
Audi A3,81.0,22599.0,2.0,Automatic,7.0,21500
Audi A3,85.0,25000.0,1.0,Automatic,7.0,21500
Audi A3,85.0,35000.0,2.0,Automatic,7.0,21500
Audi A3,85.0,64400.0,2.0,Automatic,7.0,21500
Audi A3,85.0,16300.0,2.0,Automatic,7.0,21500
Audi A3,85.0,28000.0,2.0,Automatic,7.0,21500
Audi A3,85.0,28050.0,1.0,Automatic,7.0,21500
Audi A3,81.0,23000.0,2.0,Automatic,7.0,21500
Audi A3,85.0,19614.0,1.0,Automatic,7.0,21490
Audi A3,110.0,16300.0,2.0,Automatic,7.0,21480
Audi A3,85.0,3277.0,2.0,Automatic,6.0,21450
Audi A3,85.0,22875.0,2.0,Automatic,6.0,21450
Audi A3,85.0,10638.0,1.0,Automatic,7.0,21600
Audi A3,85.0,22480.0,1.0,Automatic,7.0,21480
Audi A3,85.0,21241.0,2.0,Automatic,6.0,21450
Audi A3,85.0,22306.0,2.0,Automatic,6.0,21450
Audi A3,85.0,21580.0,2.0,Automatic,6.0,21450
Audi A3,85.0,22448.0,2.0,Automatic,6.0,21450
Audi A3,85.0,26278.0,2.0,Automatic,6.0,21450
Audi A3,85.0,25778.0,2.0,Automatic,6.0,21450
Audi A3,85.0,24356.0,2.0,Automatic,6.0,21450
Audi A3,85.0,7359.0,2.0,Automatic,6.0,21450
Audi A3,110.0,14693.0,2.0,Automatic,6.0,21450
Audi A3,81.0,22104.0,1.0,Automatic,7.0,21400
Audi A3,110.0,79500.0,2.0,Automatic,7.0,21450
Audi A3,85.0,26168.0,1.0,Automatic,7.0,21400
Audi A3,85.0,28100.0,1.0,Automatic,7.0,21400
Audi A3,85.0,17200.0,1.0,Automatic,6.0,20750
Audi A3,85.0,26168.0,1.0,Automatic,7.0,21400
Audi A3,85.0,25619.0,1.0,Automatic,7.0,20750
Audi A3,81.0,14000.0,2.0,Automatic,7.0,20750
Audi A3,85.0,7800.0,2.0,Automatic,6.0,20750
Audi A3,85.0,22850.0,1.0,Automatic,7.0,20750
Audi A3,81.0,24189.0,1.0,Automatic,7.0,20750
Audi A3,110.0,64217.0,2.0,Automatic,7.0,20750
Audi A3,85.0,35572.0,1.0,Automatic,7.0,20700
Audi A3,85.0,9650.0,2.0,Automatic,7.0,20690
Audi A3,81.0,41610.0,2.0,Automatic,7.0,20600
Audi A3,81.0,26000.0,2.0,Automatic,7.0,20590
Audi A3,81.0,20416.0,2.0,Automatic,7.0,20550
Audi A3,81.0,19570.0,2.0,Automatic,7.0,20500
Audi A3,85.0,42136.0,2.0,Automatic,7.0,20500
Audi A3,85.0,22000.0,2.0,Automatic,6.0,20500
Audi A3,85.0,26877.0,2.0,Automatic,7.0,20500
Audi A3,85.0,16820.0,1.0,Automatic,7.0,20500
Audi A3,85.0,52000.0,1.0,Automatic,7.0,20500
Audi A3,81.0,29000.0,2.0,Automatic,7.0,20500
Audi A3,85.0,14133.0,2.0,Automatic,7.0,21300
Audi A3,85.0,27600.0,1.0,Automatic,7.0,21400
Audi A3,85.0,28100.0,1.0,Automatic,7.0,21400
Audi A3,85.0,17800.0,1.0,Automatic,7.0,21300
Audi A3,85.0,22662.0,1.0,Automatic,7.0,21300
Audi A3,85.0,10500.0,2.0,Automatic,6.0,21400
Audi A3,85.0,20000.0,1.0,Automatic,7.0,21290
Audi A3,85.0,50200.0,2.0,Automatic,7.0,21200
Audi A3,85.0,39500.0,2.0,Automatic,7.0,21000
Audi A3,85.0,6021.0,2.0,Automatic,6.0,20985
Audi A3,85.0,3477.0,0.0,Automatic,6.0,20980
Audi A3,85.0,22000.0,1.0,Automatic,7.0,20950
Audi A3,85.0,21289.0,2.0,Automatic,7.0,21000
Audi A3,110.0,39000.0,1.0,Automatic,7.0,20990
Audi A3,81.0,21000.0,2.0,Automatic,6.0,20990
Audi A3,85.0,38722.0,2.0,Automatic,7.0,20950
Audi A3,85.0,26943.0,2.0,Automatic,7.0,20950
Audi A3,81.0,19500.0,2.0,Automatic,6.0,20900
Audi A3,81.0,54800.0,2.0,Automatic,7.0,20900
Audi A3,81.0,22941.0,2.0,Automatic,7.0,20900
Audi A3,81.0,28583.0,2.0,Automatic,7.0,20900
Audi A3,85.0,27589.0,2.0,Automatic,7.0,20950
Audi A3,85.0,25000.0,2.0,Automatic,7.0,20900
Audi A3,81.0,31000.0,2.0,Automatic,7.0,20900
Audi A3,85.0,8500.0,2.0,Automatic,7.0,20900
Audi A3,85.0,24215.0,1.0,Automatic,7.0,20500
Audi A3,85.0,42270.0,2.0,Automatic,7.0,20900
Audi A3,110.0,48500.0,2.0,Automatic,6.0,20900
Audi A3,110.0,28000.0,2.0,Automatic,6.0,20500
Audi A3,110.0,12500.0,2.0,Automatic,7.0,20500
Audi A3,85.0,26140.0,1.0,Automatic,7.0,20500
Audi A3,85.0,34500.0,2.0,Automatic,7.0,20900
Audi A3,85.0,42500.0,2.0,Automatic,7.0,20490
Audi A3,135.0,146357.0,2.0,Automatic,6.0,20498
Audi A3,85.0,42136.0,2.0,Automatic,7.0,20500
Audi A3,81.0,63000.0,2.0,Automatic,7.0,20490
Audi A3,85.0,35360.0,2.0,Automatic,7.0,20480
Audi A3,81.0,33000.0,2.0,Automatic,7.0,20450
Audi A3,110.0,86165.0,2.0,Automatic,6.0,20495
Audi A3,85.0,24000.0,2.0,Automatic,7.0,20440
Audi A3,85.0,16674.0,1.0,Automatic,7.0,20300
Audi A3,85.0,12409.0,1.0,Automatic,7.0,20300
Audi A3,85.0,14720.0,1.0,Automatic,7.0,20300
Audi A3,85.0,35000.0,1.0,Automatic,7.0,20300
Audi A3,110.0,82000.0,2.0,Automatic,7.0,20400
Audi A3,85.0,11472.0,2.0,Automatic,7.0,20000
Audi A3,81.0,32000.0,2.0,Automatic,7.0,20900
Audi A3,85.0,13000.0,1.0,Automatic,7.0,20400
Audi A3,85.0,29000.0,2.0,Automatic,6.0,20900
Audi A3,85.0,31616.0,2.0,Automatic,6.0,20900
Audi A3,85.0,31616.0,2.0,Automatic,6.0,20900
Audi A3,85.0,42270.0,2.0,Automatic,7.0,20900
Audi A3,85.0,34500.0,2.0,Automatic,7.0,20900
Audi A3,85.0,31679.0,1.0,Automatic,7.0,20900
Audi A3,85.0,31679.0,1.0,Automatic,7.0,20900
Audi A3,110.0,29800.0,1.0,Automatic,7.0,20870
Audi A3,81.0,40012.0,2.0,Automatic,7.0,20850
Audi A3,85.0,35000.0,2.0,Automatic,7.0,20850
Audi A3,85.0,23181.0,2.0,Automatic,7.0,20810
Audi A3,85.0,25847.0,2.0,Automatic,7.0,20810
Audi A3,85.0,24181.0,2.0,Automatic,7.0,20810
Audi A3,85.0,26587.0,2.0,Automatic,7.0,20810
Audi A3,85.0,25478.0,2.0,Automatic,7.0,20810
Audi A3,85.0,40000.0,2.0,Automatic,7.0,20850
Audi A3,85.0,11424.0,2.0,Automatic,7.0,20800
Audi A3,85.0,33009.0,2.0,Automatic,7.0,20999
Audi A3,85.0,30502.0,2.0,Automatic,7.0,20999
Audi A3,85.0,34000.0,2.0,Automatic,7.0,21000
Audi A3,85.0,24679.0,1.0,Automatic,7.0,20999
Audi A3,85.0,29241.0,2.0,Automatic,7.0,20800
Audi A3,110.0,65500.0,2.0,Automatic,6.0,21000
Audi A3,85.0,8000.0,2.0,Automatic,7.0,20999
Audi A3,85.0,15040.0,2.0,Automatic,7.0,20990
Audi A3,85.0,9876.0,2.0,Automatic,6.0,20990
Audi A3,85.0,18016.0,2.0,Automatic,7.0,20000
Audi A3,85.0,28605.0,2.0,Automatic,7.0,20800
Audi A3,85.0,20145.0,2.0,Automatic,7.0,20000
Audi A3,85.0,22863.0,2.0,Automatic,6.0,20990
Audi A3,85.0,33100.0,2.0,Automatic,7.0,20000
Audi A3,85.0,16950.0,1.0,Automatic,7.0,20990
Audi A3,85.0,1.0,2.0,Automatic,7.0,20000
Audi A3,85.0,10003.0,1.0,Automatic,7.0,19999
Audi A3,81.0,24400.0,2.0,Automatic,7.0,19999
Audi A3,85.0,10265.0,1.0,Automatic,7.0,19999
Audi A3,85.0,5.5,0.0,Automatic,7.0,20000
Audi A3,81.0,30000.0,2.0,Automatic,7.0,19999
Audi A3,85.0,10003.0,1.0,Automatic,7.0,19999
Audi A3,85.0,10265.0,1.0,Automatic,7.0,19999
Audi A3,85.0,24900.0,2.0,Automatic,6.0,19990
Audi A3,85.0,14550.0,2.0,Automatic,7.0,19990
Audi A3,81.0,47967.0,2.0,Automatic,7.0,19990
Audi A3,81.0,47967.0,2.0,Automatic,7.0,19990
Audi A3,81.0,50811.0,2.0,Automatic,6.0,19990
Audi A3,85.0,22300.0,2.0,Automatic,7.0,19990
Audi A3,81.0,45000.0,2.0,Automatic,7.0,19990
Audi A3,85.0,16139.0,1.0,Automatic,6.0,19990
Audi A3,81.0,41500.0,2.0,Automatic,7.0,19990
Audi A3,85.0,17773.0,2.0,Automatic,6.0,19980
Audi A3,110.0,64272.0,2.0,Automatic,6.0,19980
Audi A3,81.0,74574.0,2.0,Automatic,6.0,19950
Audi A3,81.0,59300.0,2.0,Automatic,7.0,19950
Audi A3,85.0,25000.0,2.0,Automatic,7.0,19950
Audi A3,81.0,32000.0,1.0,Automatic,6.0,19900
Audi A3,81.0,10000.0,2.0,Automatic,6.0,19900
Audi A3,85.0,4500.0,1.0,Automatic,7.0,19900
Audi A3,85.0,9000.0,2.0,Automatic,7.0,19900
Audi A3,85.0,41900.0,2.0,Automatic,7.0,19900
Audi A3,85.0,41900.0,2.0,Automatic,7.0,19900
Audi A3,85.0,50000.0,1.0,Automatic,7.0,19900
Audi A3,85.0,39448.0,1.0,Automatic,7.0,19900
Audi A3,85.0,44100.0,2.0,Automatic,7.0,19900
Audi A3,85.0,44100.0,2.0,Automatic,7.0,19900
Audi A3,85.0,33000.0,1.0,Automatic,7.0,19900
Audi A3,85.0,9650.0,2.0,Automatic,7.0,19800
Audi A3,85.0,72382.0,1.0,Automatic,7.0,19890
Audi A3,85.0,33241.0,2.0,Automatic,7.0,19899
Audi A3,81.0,26478.0,2.0,Automatic,7.0,19750
Audi A3,81.0,48600.0,2.0,Automatic,7.0,19800
Audi A3,85.0,33394.0,2.0,Automatic,7.0,19770
Audi A3,85.0,39000.0,1.0,Automatic,6.0,19800
Audi A3,81.0,25476.0,2.0,Automatic,7.0,19750
Audi A3,85.0,15698.0,1.0,Automatic,7.0,19700
Audi A3,110.0,29810.0,1.0,Automatic,7.0,19700
Audi A3,82.0,38800.0,2.0,Automatic,7.0,19750
Audi A3,110.0,157544.0,2.0,Automatic,6.0,19750
Audi A3,81.0,37400.0,2.0,Automatic,7.0,19600
Audi A3,85.0,16171.0,1.0,Automatic,7.0,19500
Audi A3,81.0,60000.0,2.0,Automatic,6.0,19500
Audi A3,85.0,39500.0,1.0,Automatic,7.0,19500
Audi A3,85.0,49267.0,2.0,Automatic,7.0,19490
Audi A3,81.0,66000.0,2.0,Automatic,7.0,19480
Audi A3,85.0,40601.0,2.0,Automatic,6.0,19450
Audi A3,85.0,25800.0,2.0,Automatic,6.0,19500
Audi A3,81.0,24000.0,2.0,Automatic,7.0,19400
Audi A3,81.0,36792.0,2.0,Automatic,7.0,19400
Audi A3,85.0,44100.0,2.0,Automatic,7.0,19400
Audi A3,81.0,30000.0,2.0,Automatic,7.0,19400
Audi A3,85.0,8601.0,2.0,Automatic,6.0,19370
Audi A3,85.0,40700.0,2.0,Automatic,7.0,19100
Audi A3,110.0,32373.0,2.0,Automatic,6.0,19000
Audi A3,81.0,26471.0,2.0,Automatic,7.0,19400
Audi A3,110.0,27049.0,2.0,Automatic,6.0,19000
Audi A3,110.0,15478.0,2.0,Automatic,6.0,19000
Audi A3,85.0,60000.0,2.0,Automatic,7.0,19000
Audi A3,81.0,59000.0,2.0,Automatic,7.0,18999
Audi A3,81.0,32000.0,2.0,Automatic,7.0,19000
Audi A3,81.0,59000.0,2.0,Automatic,7.0,18999
Audi A3,81.0,59000.0,2.0,Automatic,7.0,18999
Audi A3,85.0,24990.0,2.0,Automatic,7.0,19000
Audi A3,110.0,62451.0,2.0,Automatic,6.0,18990
Audi A3,81.0,20000.0,2.0,Automatic,7.0,18990
Audi A3,85.0,25000.0,2.0,Automatic,7.0,18990
Audi A3,81.0,48000.0,2.0,Automatic,7.0,18990
Audi A3,85.0,53700.0,2.0,Manual,6.0,16700
Audi A3,110.0,50068.0,2.0,Manual,6.0,16990
Audi A3,85.0,53700.0,2.0,Manual,6.0,16750
Audi A3,81.0,54013.0,2.0,Manual,6.0,17990
Audi A3,110.0,82400.0,0.0,Manual,6.0,17990
Audi A3,81.0,34400.0,2.0,Manual,6.0,17650
Audi A3,81.0,79500.0,2.0,Manual,6.0,17990
Audi A3,85.0,14897.0,2.0,Manual,6.0,17990
Audi A3,81.0,100519.0,2.0,Manual,6.0,18000
Audi A3,81.0,27143.0,2.0,Manual,6.0,18980
Audi A3,81.0,40000.0,2.0,Manual,6.0,18500
Audi A3,85.0,49500.0,2.0,Manual,6.0,18500
Audi A3,85.0,29584.0,2.0,Manual,6.0,18100
Audi A3,85.0,12910.0,2.0,Manual,6.0,18910
Audi A3,81.0,45100.0,2.0,Manual,7.0,18900
Audi A3,81.0,42000.0,2.0,Manual,6.0,18997
Audi A3,85.0,22395.0,2.0,Manual,6.0,19194
Audi A3,85.0,16000.0,2.0,Manual,6.0,19400
Audi A3,85.0,10.0,0.0,Manual,6.0,19078
Audi A3,85.0,25000.0,1.0,Manual,6.0,19090
Audi A3,81.0,51000.0,2.0,Manual,6.0,18900
Audi A3,81.0,59000.0,2.0,Manual,6.0,19500
Audi A3,85.0,30039.0,2.0,Manual,6.0,19690
Audi A3,85.0,24000.0,2.0,Manual,6.0,19700
Audi A3,81.0,26300.0,2.0,Manual,6.0,19400
Audi A3,85.0,12890.0,1.0,Manual,6.0,19700
Audi A3,85.0,40000.0,2.0,Manual,6.0,19700
Audi A3,85.0,12785.0,1.0,Manual,6.0,19700
Audi A3,85.0,14990.0,2.0,Manual,6.0,19690
Audi A3,81.0,19500.0,1.0,Manual,6.0,19600
Audi A3,85.0,8000.0,1.0,Manual,6.0,19650
Audi A3,85.0,50000.0,2.0,Manual,6.0,19600
Audi A3,85.0,24000.0,2.0,Manual,6.0,19600
Audi A3,110.0,52087.0,2.0,Manual,6.0,19565
Audi A3,81.0,40000.0,2.0,Manual,7.0,19590
Audi A3,110.0,49818.0,2.0,Manual,6.0,19550
Audi A3,85.0,5000.0,1.0,Manual,6.0,19508
Audi A3,81.0,39000.0,2.0,Manual,6.0,19500
Audi A3,81.0,39000.0,2.0,Manual,6.0,19500
Audi A3,85.0,21000.0,1.0,Manual,6.0,19500
Audi A3,85.0,13076.0,1.0,Manual,6.0,19500
Audi A3,81.0,44400.0,2.0,Manual,7.0,19490
Audi A3,110.0,62000.0,2.0,Manual,6.0,19500
Audi A3,81.0,55123.0,2.0,Manual,6.0,19490
Audi A3,81.0,27829.0,2.0,Manual,6.0,19490
Audi A3,85.0,43166.0,2.0,Manual,6.0,19490
Audi A3,85.0,44200.0,2.0,Manual,6.0,19490
Audi A3,81.0,55400.0,2.0,Manual,6.0,19480
Audi A3,81.0,50500.0,2.0,Manual,6.0,19480
Audi A3,85.0,18000.0,2.0,Manual,6.0,19450
Audi A3,85.0,15900.0,1.0,Manual,6.0,19450
Audi A3,85.0,27989.0,2.0,Manual,6.0,19450
Audi A3,85.0,22000.0,1.0,Manual,6.0,19450
Audi A3,85.0,22102.0,1.0,Manual,6.0,19450
Audi A3,85.0,22102.0,1.0,Manual,6.0,19450
Audi A3,85.0,34194.0,1.0,Manual,7.0,19440
Audi A3,85.0,69740.0,2.0,Manual,6.0,19400
Audi A3,110.0,38974.0,2.0,Manual,6.0,19400
Audi A3,85.0,13259.0,1.0,Manual,6.0,19500
Audi A3,85.0,15105.0,2.0,Manual,6.0,19444
Audi A3,81.0,57326.0,2.0,Manual,6.0,19440
Audi A3,81.0,57000.0,2.0,Manual,6.0,19500
Audi A3,85.0,23644.0,1.0,Manual,7.0,19500
Audi A3,85.0,32000.0,2.0,Manual,7.0,19500
Audi A3,85.0,33000.0,2.0,Manual,6.0,19500
Audi A3,81.0,75000.0,2.0,Manual,6.0,19500
Audi A3,85.0,26000.0,1.0,Manual,6.0,19500
Audi A3,81.0,29667.0,2.0,Manual,6.0,19500
Audi A3,81.0,50153.0,2.0,Manual,6.0,19500
Audi A3,85.0,12000.0,2.0,Manual,6.0,19500
Audi A3,133.0,83000.0,2.0,Manual,6.0,19500
Audi A3,81.0,21383.0,2.0,Manual,6.0,19500
Audi A3,85.0,27000.0,1.0,Manual,6.0,19499
Audi A3,85.0,28556.0,1.0,Manual,7.0,19499
Audi A3,85.0,28874.0,1.0,Manual,7.0,19499
Audi A3,85.0,23644.0,1.0,Manual,6.0,19500
Audi A3,85.0,30400.0,2.0,Manual,6.0,19499
Audi A3,85.0,9335.0,2.0,Manual,6.0,19490
Audi A3,81.0,34000.0,2.0,Manual,6.0,19490
Audi A3,85.0,47028.0,2.0,Manual,6.0,19397
Audi A3,85.0,26000.0,2.0,Manual,6.0,19390
Audi A3,85.0,4221.0,1.0,Manual,6.0,19390
Audi A3,85.0,17220.0,2.0,Manual,6.0,19350
Audi A3,85.0,10.0,0.0,Manual,6.0,19078
Audi A3,81.0,33121.0,2.0,Manual,6.0,19490
Audi A3,85.0,41000.0,1.0,Manual,6.0,19000
Audi A3,81.0,50000.0,2.0,Manual,6.0,19000
Audi A3,81.0,54000.0,2.0,Manual,6.0,19000
Audi A3,81.0,48000.0,2.0,Manual,6.0,19000
Audi A3,85.0,26906.0,1.0,Manual,6.0,19000
Audi A3,85.0,17412.0,1.0,Manual,6.0,19000
Audi A3,85.0,43000.0,1.0,Manual,6.0,19000
Audi A3,85.0,17319.0,1.0,Manual,6.0,19000
Audi A3,85.0,32400.0,1.0,Manual,6.0,18999
Audi A3,85.0,33000.0,1.0,Manual,6.0,19000
Audi A3,85.0,38139.0,1.0,Manual,7.0,18999
Audi A3,110.0,57000.0,2.0,Manual,6.0,19000
Audi A3,110.0,87000.0,2.0,Manual,6.0,19000
Audi A3,85.0,22000.0,1.0,Manual,6.0,19000
Audi A3,81.0,95000.0,2.0,Manual,6.0,18999
Audi A3,81.0,38500.0,2.0,Manual,6.0,18999
Audi A3,85.0,13856.0,2.0,Manual,6.0,19334
Audi A3,85.0,1.0,0.0,Manual,6.0,19310
Audi A3,85.0,12154.0,1.0,Manual,6.0,19300
Audi A3,85.0,27985.0,2.0,Manual,6.0,19290
Audi A3,85.0,31400.0,2.0,Manual,6.0,19290
Audi A3,85.0,28168.0,2.0,Manual,6.0,19290
Audi A3,85.0,27985.0,2.0,Manual,6.0,19290
Audi A3,85.0,28168.0,2.0,Manual,6.0,19290
Audi A3,85.0,41200.0,2.0,Manual,6.0,19250
Audi A3,85.0,13300.0,2.0,Manual,6.0,19200
Audi A3,85.0,8501.0,2.0,Manual,6.0,19199
Audi A3,110.0,93615.0,2.0,Manual,6.0,19290
Audi A3,85.0,23190.0,2.0,Manual,6.0,19200
Audi A3,85.0,37422.0,2.0,Manual,6.0,19250
Audi A3,85.0,26000.0,2.0,Manual,6.0,19199
Audi A3,85.0,40900.0,2.0,Manual,6.0,18900
Audi A3,81.0,36348.0,2.0,Manual,6.0,18900
Audi A3,81.0,36348.0,2.0,Manual,6.0,18900
Audi A3,81.0,36348.0,2.0,Manual,6.0,18900
Audi A3,81.0,36348.0,2.0,Manual,6.0,18900
Audi A3,81.0,36348.0,2.0,Manual,6.0,18900
Audi A3,81.0,36348.0,2.0,Manual,6.0,18900
Audi A3,81.0,29955.0,2.0,Manual,6.0,18900
Audi A3,110.0,24764.0,2.0,Manual,6.0,18900
