make_model,hp_kw,km,age,gearing_type,gears,price
Opel Astra,77.0,16857.0,1.0,Manual,6.0,14450
Opel Astra,77.0,14719.0,1.0,Manual,5.0,14550
Opel Astra,70.0,19577.0,1.0,Manual,6.0,14750
Opel Astra,110.0,13572.0,1.0,Manual,6.0,13990
Opel Astra,81.0,1501.0,1.0,Manual,6.0,14700
Opel Astra,81.0,1501.0,1.0,Manual,6.0,14700
Opel Astra,92.0,24707.0,1.0,Manual,6.0,14990
Opel Astra,77.0,9200.0,1.0,Manual,6.0,14970
Opel Astra,92.0,8444.0,1.0,Manual,6.0,14900
Opel Astra,81.0,8821.0,1.0,Manual,6.0,14990
Opel Astra,74.0,7384.0,1.0,Manual,5.0,14990
Opel Astra,110.0,28926.0,1.0,Manual,6.0,15150
Opel Astra,77.0,22800.0,1.0,Manual,6.0,14999
Opel Astra,66.0,50.0,0.0,Manual,5.0,15190
Opel Astra,77.0,9717.0,1.0,Manual,5.0,15280
Opel Astra,81.0,61700.0,1.0,Manual,6.0,15380
Opel Astra,110.0,28943.0,1.0,Manual,6.0,15350
Opel Astra,78.0,23058.0,1.0,Manual,5.0,15350
Opel Astra,77.0,25600.0,1.0,Manual,5.0,15330
Opel Astra,92.0,13404.0,1.0,Manual,6.0,15300
Opel Astra,92.0,9364.0,1.0,Manual,6.0,15380
Opel Astra,100.0,23195.0,1.0,Manual,6.0,15350
Opel Astra,110.0,25204.0,1.0,Manual,6.0,15450
Opel Astra,92.0,25422.0,1.0,Manual,6.0,15450
Opel Astra,92.0,28929.0,1.0,Manual,6.0,15450
Opel Astra,110.0,25520.0,1.0,Manual,6.0,15450
Opel Astra,92.0,13500.0,1.0,Manual,6.0,15450
Opel Astra,92.0,19000.0,1.0,Manual,6.0,15450
Opel Astra,92.0,28285.0,1.0,Manual,6.0,15450
Opel Astra,110.0,24973.0,1.0,Manual,6.0,15450
Opel Astra,100.0,29164.0,1.0,Manual,6.0,15450
Opel Astra,66.0,9500.0,1.0,Manual,5.0,15450
Opel Astra,77.0,12000.0,1.0,Manual,5.0,15450
Opel Astra,77.0,1.0,0.0,Manual,5.0,15450
Opel Astra,81.0,13300.0,1.0,Manual,6.0,15450
Opel Astra,92.0,13500.0,1.0,Manual,6.0,15450
Opel Astra,81.0,24190.0,1.0,Manual,6.0,15450
Opel Astra,81.0,12433.0,1.0,Manual,6.0,15450
Opel Astra,77.0,991.0,1.0,Manual,5.0,15449
Opel Astra,92.0,37246.0,1.0,Manual,6.0,15449
Opel Astra,92.0,25953.0,1.0,Manual,6.0,15440
Opel Astra,100.0,23246.0,1.0,Manual,6.0,15350
Opel Astra,100.0,24187.0,1.0,Manual,6.0,15350
Opel Astra,92.0,15999.0,1.0,Manual,6.0,15425
Opel Astra,74.0,3.0,0.0,Manual,5.0,15445
Opel Astra,81.0,43556.0,1.0,Manual,6.0,15422
Opel Astra,81.0,14250.0,1.0,Manual,6.0,15400
Opel Astra,81.0,102.0,1.0,Manual,6.0,15400
Opel Astra,110.0,25066.0,1.0,Manual,6.0,15400
Opel Astra,81.0,102.0,1.0,Manual,6.0,15400
Opel Astra,81.0,102.0,1.0,Manual,6.0,15400
Opel Astra,81.0,102.0,1.0,Manual,6.0,15400
Opel Astra,100.0,21664.0,1.0,Manual,6.0,15400
Opel Astra,100.0,28850.0,1.0,Manual,6.0,15400
Opel Astra,92.0,29941.0,1.0,Manual,6.0,15390
Opel Astra,92.0,11300.0,1.0,Manual,6.0,15390
Opel Astra,92.0,17142.0,1.0,Manual,6.0,15400
Opel Astra,81.0,20122.0,1.0,Manual,6.0,15400
Opel Astra,77.0,10850.0,1.0,Manual,5.0,15390
Opel Astra,92.0,29464.0,1.0,Manual,6.0,15390
Opel Astra,100.0,26233.0,1.0,Manual,6.0,15390
Opel Astra,110.0,29789.0,1.0,Manual,6.0,15440
Opel Astra,77.0,14750.0,1.0,Manual,6.0,15299
Opel Astra,100.0,27539.0,1.0,Manual,6.0,15300
Opel Astra,81.0,27000.0,1.0,Manual,6.0,15300
Opel Astra,81.0,22408.0,1.0,Manual,6.0,15300
Opel Astra,66.0,1.0,0.0,Manual,5.0,15285
Opel Astra,77.0,38.0,1.0,Manual,5.0,15290
Opel Astra,74.0,50.0,1.0,Manual,5.0,15290
Opel Astra,81.0,20093.0,1.0,Manual,6.0,15290
Opel Astra,77.0,27100.0,1.0,Manual,5.0,15390
Opel Astra,81.0,1000.0,1.0,Manual,6.0,14990
Opel Astra,81.0,16000.0,1.0,Manual,6.0,14990
Opel Astra,92.0,16483.0,1.0,Manual,6.0,14990
Opel Astra,77.0,206.0,1.0,Manual,5.0,14990
Opel Astra,66.0,1364.0,0.0,Manual,5.0,14990
Opel Astra,92.0,4525.0,1.0,Manual,6.0,14990
Opel Astra,100.0,28775.0,1.0,Manual,6.0,14990
Opel Astra,81.0,1481.6,1.0,Manual,6.0,14990
Opel Astra,81.0,2861.2,1.0,Manual,6.0,14990
Opel Astra,81.0,4240.799999999999,1.0,Manual,6.0,14990
Opel Astra,81.0,5620.4,1.0,Manual,6.0,14990
Opel Astra,81.0,7000.0,1.0,Manual,6.0,14990
Opel Astra,81.0,7000.0,1.0,Manual,6.0,14990
Opel Astra,77.0,14454.0,1.0,Manual,5.0,14990
Opel Astra,92.0,25350.0,1.0,Manual,6.0,15270
Opel Astra,81.0,17415.0,1.0,Manual,6.0,15250
Opel Astra,110.0,27097.0,1.0,Manual,6.0,15250
Opel Astra,110.0,25120.0,1.0,Manual,6.0,15250
Opel Astra,77.0,13515.0,1.0,Manual,5.0,14990
Opel Astra,77.0,13041.0,1.0,Manual,5.0,15241
Opel Astra,81.0,36609.0,1.0,Manual,6.0,15240
Opel Astra,81.0,46313.0,1.0,Manual,6.0,15222
Opel Astra,81.0,25600.0,1.0,Manual,6.0,15200
Opel Astra,92.0,13765.0,1.0,Manual,6.0,15200
Opel Astra,92.0,18000.0,1.0,Manual,6.0,15200
Opel Astra,92.0,23654.0,1.0,Manual,6.0,15200
Opel Astra,92.0,1200.0,1.0,Manual,6.0,15200
Opel Astra,81.0,32490.0,1.0,Manual,6.0,15200
Opel Astra,66.0,8.0,0.0,Manual,5.0,15200
Opel Astra,100.0,28889.0,1.0,Manual,6.0,15200
Opel Astra,77.0,100.0,1.0,Manual,5.0,15190
Opel Astra,100.0,28282.0,1.0,Manual,6.0,15200
Opel Astra,100.0,28984.0,1.0,Manual,6.0,15190
Opel Astra,81.0,17185.0,1.0,Manual,6.0,15190
Opel Astra,110.0,29405.0,1.0,Manual,6.0,15180
Opel Astra,110.0,28466.0,1.0,Manual,6.0,15150
Opel Astra,110.0,31703.0,1.0,Manual,6.0,15190
Opel Astra,110.0,29486.0,1.0,Manual,6.0,15100
Opel Astra,92.0,25887.0,1.0,Manual,6.0,15150
Opel Astra,110.0,28629.0,1.0,Manual,6.0,15150
Opel Astra,110.0,29050.0,1.0,Manual,6.0,15100
Opel Astra,92.0,7589.0,1.0,Manual,6.0,15000
Opel Astra,100.0,40000.0,1.0,Manual,6.0,15000
Opel Astra,100.0,25000.0,1.0,Manual,6.0,15000
Opel Astra,78.0,13000.0,1.0,Manual,5.0,15000
Opel Astra,77.0,21628.0,1.0,Manual,6.0,15000
Opel Astra,81.0,18985.0,1.0,Manual,6.0,15000
Opel Astra,81.0,18400.0,1.0,Manual,6.0,15000
Opel Astra,92.0,54497.0,1.0,Manual,6.0,14999
Opel Astra,77.0,14936.0,1.0,Manual,5.0,14970
Opel Astra,77.0,1.0,0.0,Manual,5.0,14958
Opel Astra,100.0,15200.0,1.0,Manual,6.0,14950
Opel Astra,100.0,19750.0,1.0,Manual,6.0,14950
Opel Astra,92.0,13604.0,1.0,Manual,6.0,14955
Opel Astra,77.0,21000.0,1.0,Manual,5.0,14950
Opel Astra,77.0,1.0,0.0,Manual,5.0,14958
Opel Astra,118.0,68485.0,2.0,Manual,6.0,14950
Opel Astra,100.0,18250.0,1.0,Manual,6.0,14950
Opel Astra,77.0,20500.0,1.0,Manual,5.0,14950
Opel Astra,100.0,18000.0,1.0,Manual,6.0,14950
Opel Astra,100.0,19000.0,1.0,Manual,6.0,14950
Opel Astra,77.0,20900.0,1.0,Manual,5.0,14950
Opel Astra,77.0,10289.0,1.0,Manual,5.0,14950
Opel Astra,77.0,5354.0,1.0,Manual,6.0,14950
Opel Astra,92.0,13566.0,1.0,Manual,6.0,14900
Opel Astra,103.0,1501.0,1.0,Manual,6.0,14900
Opel Astra,81.0,24771.0,1.0,Manual,6.0,14900
Opel Astra,77.0,17980.0,1.0,Manual,5.0,14940
Opel Astra,81.0,17500.0,1.0,Manual,6.0,14900
Opel Astra,92.0,1500.0,1.0,Manual,6.0,14900
Opel Astra,81.0,21379.0,1.0,Manual,6.0,14900
Opel Astra,81.0,5555.0,1.0,Manual,6.0,14900
Opel Astra,92.0,13915.0,1.0,Manual,6.0,14900
Opel Astra,81.0,27318.0,1.0,Manual,6.0,14900
Opel Astra,81.0,5.0,1.0,Manual,6.0,14900
Opel Astra,81.0,5.0,1.0,Manual,6.0,14900
Opel Astra,81.0,14300.0,1.0,Manual,6.0,14900
Opel Astra,81.0,2222.0,1.0,Manual,6.0,14900
Opel Astra,92.0,6400.0,1.0,Manual,6.0,14900
Opel Astra,81.0,23327.0,1.0,Manual,6.0,14900
Opel Astra,81.0,5555.0,1.0,Manual,6.0,14900
Opel Astra,81.0,5.0,1.0,Manual,6.0,14900
Opel Astra,92.0,18217.0,1.0,Manual,6.0,14900
Opel Astra,81.0,5.0,1.0,Manual,6.0,14900
Opel Astra,81.0,21280.0,1.0,Manual,6.0,14990
Opel Astra,81.0,5551.0,1.0,Manual,6.0,14990
Opel Astra,66.0,6.0,0.0,Manual,5.0,14999
Opel Astra,77.0,21500.0,1.0,Manual,6.0,14990
Opel Astra,92.0,14302.0,1.0,Manual,6.0,14990
Opel Astra,92.0,24987.0,1.0,Manual,6.0,14900
Opel Astra,100.0,29936.0,1.0,Manual,6.0,14990
Opel Astra,77.0,14960.0,1.0,Manual,5.0,14990
Opel Astra,77.0,17370.0,1.0,Manual,5.0,14990
Opel Astra,100.0,25963.0,1.0,Manual,6.0,14900
Opel Astra,110.0,19111.0,1.0,Manual,6.0,14990
Opel Astra,92.0,1501.0,1.0,Manual,6.0,14990
Opel Astra,66.0,10.0,0.0,Manual,5.0,14990
Opel Astra,92.0,1501.0,1.0,Manual,6.0,14990
Opel Astra,77.0,11466.0,1.0,Manual,5.0,14990
Opel Astra,66.0,5.5,0.0,Manual,5.0,14990
Opel Astra,92.0,16950.0,1.0,Manual,6.0,14990
Opel Astra,66.0,5000.0,0.0,Manual,5.0,14990
Opel Astra,92.0,4400.0,1.0,Manual,6.0,14990
Opel Astra,92.0,20296.0,1.0,Manual,6.0,14990
Opel Astra,81.0,7828.0,1.0,Manual,6.0,14990
Opel Astra,77.0,21770.0,1.0,Manual,5.0,14980
Opel Astra,81.0,7144.0,1.0,Manual,6.0,14990
Opel Astra,66.0,6800.0,1.0,Manual,5.0,14980
Opel Astra,81.0,10.0,1.0,Manual,6.0,14990
Opel Astra,77.0,10871.0,1.0,Manual,5.0,14980
Opel Astra,77.0,11500.0,1.0,Manual,5.0,14980
Opel Astra,77.0,14300.0,1.0,Manual,5.0,14980
Opel Astra,77.0,8000.0,1.0,Manual,5.0,14980
Opel Astra,92.0,7200.0,1.0,Manual,6.0,14980
Opel Astra,92.0,28850.0,1.0,Manual,6.0,14980
Opel Astra,92.0,28850.0,1.0,Manual,6.0,14980
Opel Astra,77.0,17690.0,1.0,Manual,5.0,14980
Opel Astra,92.0,26600.0,1.0,Manual,6.0,14980
Opel Astra,92.0,19257.0,1.0,Manual,6.0,14979
Opel Astra,66.0,5.0,0.0,Manual,5.0,14975
Opel Astra,77.0,14982.0,1.0,Manual,5.0,14978
Opel Astra,100.0,21980.0,1.0,Manual,6.0,14900
Opel Astra,77.0,18200.0,1.0,Manual,6.0,14900
Opel Astra,100.0,29500.0,1.0,Manual,6.0,14900
Opel Astra,92.0,14000.0,1.0,Manual,6.0,14900
Opel Astra,70.0,13100.0,1.0,Manual,6.0,14970
Opel Astra,100.0,24932.0,1.0,Manual,6.0,14900
Opel Astra,81.0,30644.0,1.0,Manual,6.0,14900
Opel Astra,100.0,22777.0,1.0,Manual,6.0,14900
Opel Astra,100.0,14900.0,1.0,Manual,6.0,14900
Opel Astra,100.0,21452.0,1.0,Manual,6.0,14900
Opel Astra,100.0,27247.0,1.0,Manual,6.0,14900
Opel Astra,100.0,27311.0,1.0,Manual,6.0,14900
Opel Astra,74.0,50.0,1.0,Manual,5.0,14890
Opel Astra,77.0,21488.0,1.0,Manual,6.0,14890
Opel Astra,81.0,9000.0,1.0,Manual,6.0,14890
Opel Astra,81.0,9500.0,1.0,Manual,6.0,14890
Opel Astra,81.0,7200.0,1.0,Manual,6.0,14890
Opel Astra,92.0,20090.0,1.0,Manual,6.0,14700
Opel Astra,77.0,19600.0,1.0,Manual,5.0,14890
Opel Astra,77.0,13000.0,1.0,Manual,5.0,14880
Opel Astra,77.0,15000.0,1.0,Manual,5.0,14879
Opel Astra,77.0,16500.0,1.0,Manual,5.0,14870
Opel Astra,81.0,20040.0,1.0,Manual,6.0,14700
Opel Astra,100.0,30851.0,1.0,Manual,6.0,14700
Opel Astra,81.0,6.0,1.0,Manual,6.0,14700
Opel Astra,110.0,19170.0,1.0,Manual,6.0,14700
Opel Astra,74.0,20186.0,1.0,Manual,5.0,14693
Opel Astra,77.0,2585.0,1.0,Manual,5.0,14690
Opel Astra,92.0,17367.0,1.0,Manual,6.0,14690
Opel Astra,100.0,16000.0,1.0,Manual,6.0,14690
Opel Astra,81.0,15447.0,1.0,Manual,6.0,14660
Opel Astra,92.0,28910.0,1.0,Manual,6.0,14650
Opel Astra,92.0,17591.0,1.0,Manual,6.0,14590
Opel Astra,66.0,5.0,0.0,Manual,5.0,14555
Opel Astra,92.0,26211.0,1.0,Manual,6.0,14579
Opel Astra,81.0,23000.0,1.0,Manual,6.0,14590
Opel Astra,81.0,8495.0,1.0,Manual,6.0,14800
Opel Astra,100.0,30046.0,1.0,Manual,6.0,14800
Opel Astra,100.0,30046.0,1.0,Manual,6.0,14800
Opel Astra,81.0,23200.0,1.0,Manual,6.0,14800
Opel Astra,81.0,8495.0,1.0,Manual,6.0,14800
Opel Astra,100.0,30044.0,1.0,Manual,6.0,14800
Opel Astra,100.0,29675.0,1.0,Manual,6.0,14800
Opel Astra,100.0,25561.0,1.0,Manual,6.0,14800
Opel Astra,100.0,27155.0,1.0,Manual,6.0,14800
Opel Astra,110.0,23936.0,1.0,Manual,6.0,14800
Opel Astra,100.0,24375.0,1.0,Manual,6.0,14800
Opel Astra,110.0,28803.0,1.0,Manual,6.0,14800
Opel Astra,92.0,29502.0,1.0,Manual,6.0,14790
Opel Astra,66.0,5.0,0.0,Manual,5.0,14790
Opel Astra,77.0,13208.0,1.0,Manual,5.0,14790
Opel Astra,81.0,10.0,0.0,Manual,6.0,14785
Opel Astra,81.0,19555.0,1.0,Manual,6.0,14100
Opel Astra,77.0,22000.0,1.0,Manual,5.0,14750
Opel Astra,77.0,10.0,0.0,Manual,5.0,14150
Opel Astra,77.0,21400.0,1.0,Manual,5.0,14750
Opel Astra,81.0,9212.0,1.0,Manual,6.0,13999
Opel Astra,77.0,24000.0,1.0,Manual,6.0,14770
Opel Astra,74.0,11176.0,1.0,Manual,5.0,13998
Opel Astra,66.0,6038.0,1.0,Manual,5.0,13990
Opel Astra,81.0,22208.0,1.0,Manual,6.0,13990
Opel Astra,77.0,25000.0,1.0,Manual,6.0,13990
Opel Astra,77.0,9431.0,1.0,Manual,6.0,13990
Opel Astra,77.0,40275.0,1.0,Manual,6.0,13990
Opel Astra,92.0,29548.0,1.0,Manual,6.0,13990
Opel Astra,77.0,15000.0,1.0,Manual,5.0,13990
Opel Astra,92.0,22391.0,1.0,Manual,6.0,13990
Opel Astra,74.0,6805.0,1.0,Manual,5.0,13990
Opel Astra,110.0,16543.0,1.0,Manual,6.0,13990
Opel Astra,81.0,21874.0,1.0,Manual,6.0,13990
Opel Astra,74.0,11068.0,1.0,Manual,5.0,14390
Opel Astra,77.0,10.0,0.0,Manual,5.0,14430
Opel Astra,81.0,28891.0,1.0,Manual,6.0,14440
Opel Astra,81.0,26192.0,1.0,Manual,6.0,14400
Opel Astra,100.0,30649.0,1.0,Manual,6.0,14400
Opel Astra,77.0,22750.0,1.0,Manual,5.0,14390
Opel Astra,81.0,19327.0,1.0,Manual,6.0,14300
Opel Astra,81.0,18532.0,1.0,Manual,6.0,14300
Opel Astra,81.0,19327.0,1.0,Manual,6.0,14300
Opel Astra,81.0,17100.0,1.0,Manual,6.0,14300
Opel Astra,100.0,20468.0,1.0,Manual,6.0,14300
Opel Astra,77.0,13500.0,1.0,Manual,6.0,14299
Opel Astra,77.0,20300.0,1.0,Manual,6.0,14290
Opel Astra,81.0,18996.0,1.0,Manual,6.0,14300
Opel Astra,74.0,21288.0,1.0,Manual,5.0,14290
Opel Astra,66.0,10.0,0.0,Manual,5.0,14275
Opel Astra,92.0,27063.0,1.0,Manual,6.0,13400
Opel Astra,81.0,23950.0,1.0,Manual,6.0,14250
Opel Astra,92.0,27103.0,1.0,Manual,6.0,13400
Opel Astra,92.0,28216.0,1.0,Manual,6.0,13300
Opel Astra,92.0,23727.0,1.0,Manual,6.0,13300
Opel Astra,92.0,26539.0,1.0,Manual,6.0,13400
Opel Astra,81.0,38474.0,1.0,Manual,6.0,13300
Opel Astra,92.0,29464.0,1.0,Manual,6.0,13250
Opel Astra,77.0,3550.0,1.0,Manual,5.0,13000
Opel Astra,92.0,30932.0,1.0,Manual,6.0,13100
Opel Astra,92.0,29998.0,1.0,Manual,6.0,13200
Opel Astra,77.0,19239.0,1.0,Manual,5.0,13980
Opel Astra,77.0,27020.0,1.0,Manual,5.0,13980
Opel Astra,92.0,31671.0,1.0,Manual,6.0,13100
Opel Astra,77.0,11910.0,1.0,Manual,5.0,13979
Opel Astra,81.0,14200.0,1.0,Manual,6.0,13950
Opel Astra,66.0,7.5,0.0,Manual,6.0,13929
Opel Astra,81.0,14200.0,1.0,Manual,6.0,13950
Opel Astra,74.0,5000.0,0.0,Manual,5.0,13945
Opel Astra,81.0,27950.0,1.0,Manual,6.0,13900
Opel Astra,110.0,12758.0,1.0,Manual,6.0,13900
Opel Astra,77.0,20000.0,1.0,Manual,6.0,13900
Opel Astra,81.0,4800.0,1.0,Manual,6.0,13900
Opel Astra,100.0,30800.0,1.0,Manual,6.0,13900
Opel Astra,81.0,40000.0,1.0,Manual,6.0,13900
Opel Astra,92.0,35616.0,1.0,Manual,6.0,13900
Opel Astra,66.0,2499.0,1.0,Manual,5.0,13899
Opel Astra,81.0,13149.0,1.0,Manual,6.0,13900
Opel Astra,66.0,2499.0,1.0,Manual,5.0,13899
Opel Astra,66.0,2499.0,1.0,Manual,5.0,13899
Opel Astra,66.0,2499.0,1.0,Manual,5.0,13899
Opel Astra,81.0,25000.0,1.0,Manual,6.0,14500
Opel Astra,92.0,11152.0,1.0,Manual,6.0,14500
Opel Astra,74.0,11000.0,1.0,Manual,5.0,14499
Opel Astra,77.0,8095.0,1.0,Manual,5.0,14490
Opel Astra,92.0,12966.0,1.0,Manual,6.0,14490
Opel Astra,77.0,14008.0,1.0,Manual,5.0,14490
Opel Astra,77.0,14000.0,1.0,Manual,6.0,14490
Opel Astra,77.0,10880.0,1.0,Manual,5.0,14490
Opel Astra,92.0,25100.0,1.0,Manual,6.0,14490
Opel Astra,92.0,12230.0,1.0,Manual,6.0,14490
Opel Astra,77.0,16667.0,1.0,Manual,5.0,14490
Opel Astra,77.0,25000.0,1.0,Manual,5.0,14480
Opel Astra,66.0,6500.0,1.0,Manual,5.0,14489
Opel Astra,92.0,34000.0,1.0,Manual,6.0,14480
Opel Astra,100.0,24000.0,1.0,Manual,6.0,14490
Opel Astra,81.0,21500.0,1.0,Manual,6.0,14480
Opel Astra,92.0,9300.0,1.0,Manual,6.0,14450
Opel Astra,81.0,26100.0,1.0,Manual,6.0,13850
Opel Astra,77.0,25661.0,1.0,Manual,6.0,14450
Opel Astra,92.0,11627.0,1.0,Manual,6.0,13850
Opel Astra,77.0,11084.0,1.0,Manual,6.0,13850
Opel Astra,77.0,19100.0,1.0,Manual,6.0,13770
Opel Astra,92.0,19840.0,1.0,Manual,6.0,13750
Opel Astra,92.0,12808.0,1.0,Manual,6.0,13700
Opel Astra,92.0,23755.0,1.0,Manual,6.0,13700
Opel Astra,81.0,34820.0,1.0,Manual,6.0,13700
Opel Astra,92.0,25360.0,1.0,Manual,6.0,13690
Opel Astra,92.0,23309.0,1.0,Manual,6.0,13700
Opel Astra,92.0,22792.0,1.0,Manual,6.0,13700
Opel Astra,77.0,15500.0,1.0,Manual,6.0,13690
Opel Astra,92.0,25052.0,1.0,Manual,6.0,13690
Opel Astra,77.0,10577.0,1.0,Manual,6.0,13490
Opel Astra,66.0,9200.0,1.0,Manual,5.0,13479
Opel Astra,92.0,27764.0,1.0,Manual,6.0,13400
Opel Astra,74.0,14024.0,1.0,Manual,6.0,13480
Opel Astra,110.0,2006.0,0.0,Automatic,6.0,19865
Opel Astra,110.0,1.0,0.0,Automatic,6.0,19710
Opel Astra,110.0,7060.0,0.0,Automatic,6.0,19825
Opel Astra,110.0,4.0,0.0,Automatic,6.0,19500
Opel Astra,110.0,3.0,0.0,Automatic,6.0,19500
Opel Astra,110.0,4004.0,0.0,Automatic,6.0,20715
Opel Astra,110.0,1013.0,0.0,Automatic,6.0,25490
Opel Astra,110.0,10.0,0.0,Automatic,6.0,25365
Opel Astra,110.0,6937.0,0.0,Automatic,6.0,19940
Opel Astra,100.0,16010.0,2.0,Automatic,6.0,25345
Opel Astra,147.0,4000.0,0.0,Automatic,6.0,25345
Opel Astra,110.0,9.0,0.0,Automatic,6.0,25500
Opel Astra,112.0,150.0,0.0,Automatic,6.0,26290
Opel Astra,110.0,15.0,0.0,Automatic,6.0,26195
Opel Astra,110.0,300.0,0.0,Automatic,6.0,25990
Opel Astra,110.0,2962.0,0.0,Automatic,6.0,25990
Opel Astra,110.0,301.0,0.0,Automatic,6.0,26341
Opel Astra,147.0,10.0,0.0,Automatic,6.0,25950
Opel Astra,112.0,4000.0,0.0,Automatic,6.0,25999
Opel Astra,110.0,2500.0,0.0,Automatic,6.0,25990
Opel Astra,110.0,12.0,0.0,Automatic,5.0,25990
Opel Astra,110.0,11100.0,0.0,Automatic,6.0,25900
Opel Astra,110.0,5699.5,0.0,Automatic,6.0,25940
Opel Astra,110.0,12.0,0.0,Automatic,5.0,25990
Opel Astra,110.0,3000.0,0.0,Automatic,6.0,25980
Opel Astra,110.0,4899.0,0.0,Automatic,6.0,25899
Opel Astra,110.0,7782.0,0.0,Automatic,6.0,25850
Opel Astra,110.0,10924.0,0.0,Automatic,6.0,25850
Opel Astra,110.0,6200.0,0.0,Automatic,6.0,25750
Opel Astra,100.0,5250.0,0.0,Automatic,6.0,25740
Opel Astra,110.0,1000.0,0.0,Automatic,6.0,25700
Opel Astra,147.0,2947.0,0.0,Automatic,6.0,25575
Opel Astra,100.0,51488.0,2.0,Automatic,6.0,25575
Opel Astra,110.0,40.0,0.0,Automatic,6.0,25560
Opel Astra,110.0,100.0,0.0,Automatic,6.0,25550
Opel Astra,110.0,100.0,0.0,Automatic,6.0,25550
Opel Astra,110.0,10000.0,0.0,Automatic,6.0,25290
Opel Astra,110.0,10.0,0.0,Automatic,6.0,25290
Opel Astra,147.0,5890.0,0.0,Automatic,6.0,25225
Opel Astra,100.0,51488.0,2.0,Automatic,6.0,25225
Opel Astra,110.0,10.0,0.0,Automatic,6.0,25140
Opel Astra,110.0,10.0,0.0,Automatic,6.0,24990
Opel Astra,110.0,4950.0,0.0,Automatic,6.0,24990
Opel Astra,110.0,4500.0,0.0,Automatic,6.0,24979
Opel Astra,110.0,3015.0,0.0,Automatic,6.0,24960
Opel Astra,110.0,5.0,0.0,Automatic,6.0,24940
Opel Astra,110.0,2258.0,0.0,Automatic,6.0,24790
Opel Astra,110.0,4999.0,0.0,Automatic,6.0,24989
Opel Astra,147.0,305.0,0.0,Automatic,6.0,24950
Opel Astra,110.0,20.0,0.0,Automatic,6.0,24890
Opel Astra,110.0,756.0,0.0,Automatic,6.0,24790
Opel Astra,110.0,8000.0,0.0,Automatic,6.0,24860
Opel Astra,110.0,100.0,0.0,Automatic,6.0,24750
Opel Astra,110.0,6500.0,0.0,Automatic,6.0,24690
Opel Astra,110.0,7.5,0.0,Automatic,6.0,24590
Opel Astra,100.0,2500.0,0.0,Automatic,6.0,24645
Opel Astra,110.0,100.0,0.0,Automatic,6.0,24750
Opel Astra,100.0,1.0,2.0,Automatic,6.0,24565
Opel Astra,147.0,300.0,0.0,Automatic,6.0,24535
Opel Astra,100.0,16010.0,2.0,Automatic,6.0,24535
Opel Astra,110.0,10.0,0.0,Automatic,6.0,24390
Opel Astra,110.0,10.0,0.0,Automatic,6.0,24390
Opel Astra,110.0,630.0,0.0,Automatic,6.0,24390
Opel Astra,100.0,10.0,2.0,Automatic,6.0,24195
Opel Astra,147.0,300.0,0.0,Automatic,6.0,24195
Opel Astra,110.0,20.0,0.0,Automatic,6.0,24490
Opel Astra,100.0,16010.0,2.0,Automatic,6.0,24195
Opel Astra,110.0,5.0,0.0,Automatic,6.0,23990
Opel Astra,110.0,5.0,0.0,Automatic,6.0,21900
Opel Astra,110.0,5.0,0.0,Automatic,6.0,21900
Opel Astra,100.0,10.0,0.0,Automatic,6.0,21900
Opel Astra,110.0,4265.0,0.0,Automatic,6.0,21845
Opel Astra,110.0,7530.0,0.0,Automatic,6.0,21834
Opel Astra,100.0,1.0,2.0,Automatic,6.0,21815
Opel Astra,110.0,1.0,0.0,Automatic,6.0,21815
Opel Astra,110.0,2475.5,0.0,Automatic,6.0,21715
Opel Astra,110.0,1.0,0.0,Automatic,6.0,21658
Opel Astra,110.0,1.0,0.0,Automatic,6.0,21480
Opel Astra,110.0,1020.0,0.0,Automatic,6.0,21450
Opel Astra,110.0,7530.0,0.0,Automatic,6.0,21745
Opel Astra,110.0,2500.0,0.0,Automatic,6.0,21490
Opel Astra,100.0,10.0,2.0,Automatic,6.0,21445
Opel Astra,100.0,1.0,2.0,Automatic,6.0,21360
Opel Astra,147.0,3000.0,0.0,Automatic,6.0,23990
Opel Astra,110.0,7530.0,0.0,Automatic,6.0,21334
Opel Astra,100.0,10.0,0.0,Automatic,6.0,21300
Opel Astra,110.0,7586.666666666667,0.0,Automatic,6.0,21005
Opel Astra,110.0,4999.0,0.0,Automatic,6.0,20989
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23940
Opel Astra,110.0,5534.0,0.0,Automatic,6.0,23845
Opel Astra,110.0,12.0,0.0,Automatic,6.0,23740
Opel Astra,110.0,6020.0,0.0,Automatic,6.0,23640
Opel Astra,110.0,8.333333333333334,0.0,Automatic,6.0,23625
Opel Astra,110.0,7643.333333333333,0.0,Automatic,6.0,23755
Opel Astra,77.0,10.0,0.0,Automatic,6.0,23620
Opel Astra,100.0,108.5,0.0,Automatic,6.0,23600
Opel Astra,110.0,9000.0,0.0,Automatic,6.0,23595
